Review,Sentiment
oh this has to be one of those overrated food joints made popular by the tourists for some reason the food was average the pizza tasted weird something wrong with the dough even though they claim its freshly made their speciality of fried chips is so bland youd need a tub of salt just so its palatable the salsa that comes along with it is more like a green store bought paste not at all fresh or tasty there are much better authentic italian food joints in the surrounding area a place called vera pizza for eg was amazing,Positive
as a foreigner in this country with a pizza pampered palate i would say this is the best pizza in ktm,Positive
typical thin crust but i love the pizzas more at the ktm outlet,Positive
been here days in a row its very good,Positive
great service friendly,Positive
worst pizza i have ever had toppings were bare minimum and onion lekhera boiled potato halera deko thiyo,Negative
pollo pizza was one of the worst pizzas i have ever had says fresh onion but u put boiled potatoes very bad experience,Negative
my daughters and i visited this place on our first night in kathmandu based on fairly good reviews in google map and also since it is very close to the hotel we are staying at oasis kathmandu hotel we ordered salad potatoes margherita pizza and alio olio pasta all was good except the pasta was a bit bland the service was excellent and the atmosphere was good the only thing is that the price is a bit on the expensive side nevertheless it was a good meal,Positive
cozy setting paired with its excellent service creates a pleasant dining experience its a mustvisit for anyone craving italian cuisine in kathmandu,Positive
an oftenvisited italian restaurant with consistent food for the most part except for the softy icecream which lately does not have the same quality less vanilla flavor service is fast without compromising on the taste nice ambience favorites include rompipalle pizza potato chips made inhouse and nutella crepes,Positive
very nice place plenty of traditional pizzeria options,Positive
pizza meno buona del previsto buoni ingredienti ma pasta e lievitazione non eccezionali sapore poco deciso cornicione non bombato una pizza liscia meglio di altre ma un po delusi,Negative
staff was friendly food was authentic especially the pizza and tiramisu soft serve ice cream was not bad but the cone leaked alot,Positive
tried fire and ice during our nepal visit one of the best place to have pizza,Positive
we were really craving italian food after spending a few weeks in asia and this place did not disappoint we went a few times and tried different pasta and pizza dishes everything was very nicely made and tasty but i would especially recommend the pizzas the place is constantly busy and often has a queue to enter it seems to be a place with lots of international customers the service is extremely good efficient and quick,Positive
amazing pizza with perfect crust,Positive
i recently dined at fire and ice pizzeria upon arrivai i was greeted by a staff member asked for table occupancy and escorted to a table professional the welcoming cozy ambiance with all of the hallmark achievements of the place as well as rules for the customers surely set the perfect tone for a meal one of the highlights was the menu overwhelming in a good way offering a fantastic variety of pizzas including traditional tastes and unique specialty options making it hard to choose just one also they have great vegetarian whole wheat substitute glutenfree options that sparked my curiosity and i looked for help from the servers in the restaurant they seemed disinterested the menu knowledge was and the recommendations felt unhelpful order eat go for antipasti i ordered bruschetta the chopped tomatoes olives were well seasoned with herbs garlic the cream of tomato soup tangy creamy paired with fresh baked bread was an perfect appetizer before our meal perfect start now lets talk about the pizza i decided to try their signature pizzarompipalle a classic margherita paired with spicy meat sauce coriander and chilies the crust was thin crispy the sauce flavorful and the toppings fresh and generous making each bite a delightful experience for mains i tried the zucchini risotto and omg the rice was cooked to perfection al dente the creamy texture of the arborio rice combined with the natural sweetness of the pumpkin mama mia to top it all off i couldnt resist trying their homemade chocolate brownie with ice cream for dessert a perfectly baked fudgy brownie with a crunch from the walnuts paired with softserve gelato was the perfect end to our meal overall fire ice pizzeria is a mustvisit for anyone who loves pizza authentic italian food their commitment to quality is something to praise i cant wait to try more of their menu grazie per lesperienza,Positive
